,id,status_group
56640,23264,functional
58165,25467,non functional
44618,31586,functional
23650,71073,functional
17180,42361,functional
54766,32093,functional
35427,42626,non functional
13345,40226,functional
10394,60061,functional
55399,23753,functional needs repair
47260,54605,functional
45242,43760,functional
47825,17292,functional
490,31264,functional
44241,44192,non functional
41529,61024,non functional
3684,43697,non functional
59309,50703,functional
11023,169,functional
2971,31940,non functional
34424,70525,functional needs repair
13821,9900,functional
23101,60581,non functional
21052,18013,functional
48781,25035,functional
4467,34583,functional
28315,7484,non functional
419,67097,functional
12765,71003,functional
32302,44738,non functional
34367,53475,non functional
1047,7334,non functional
9282,32646,functional
22311,32172,functional
4980,15375,non functional
26459,19739,functional needs repair
39138,22966,functional
21429,50370,non functional
12784,33117,non functional
5465,28034,functional needs repair
4156,4733,functional
56471,68071,functional
52704,23417,non functional
43102,18557,functional
31928,17903,functional
59244,34735,functional
48840,42327,non functional
28277,28656,functional
5646,44612,functional
45849,70913,functional
15981,66634,non functional
33757,37881,functional
26721,3609,non functional
55436,4013,non functional
15547,28956,non functional
43209,30738,functional
30313,28377,functional
6558,45384,non functional
47999,55869,functional
6293,68448,functional
14126,61300,functional
13199,60245,non functional
26283,16892,non functional
29389,39806,functional needs repair
56590,15555,non functional
37712,21834,functional
10099,73284,functional needs repair
23947,17797,functional
32714,41733,functional
928,25367,functional
5101,8062,functional
35640,27075,functional
33930,73359,functional needs repair
2402,18952,functional
51523,9713,functional
28715,19644,functional
56002,39314,non functional
24101,27093,non functional
38734,12450,non functional
35253,66500,functional
20487,29467,functional
47523,45518,functional
44194,22710,functional needs repair
14184,34825,non functional
34466,43665,non functional
38455,72407,functional
6049,69995,non functional
14300,3647,non functional
38342,60380,non functional
52952,70272,functional needs repair
7990,2098,non functional
13745,8020,functional
12851,45662,non functional
53506,16677,functional
58,24593,functional
8560,30890,functional
11936,70058,functional
9603,37684,functional
28943,30538,non functional
41672,13052,non functional
1140,17413,functional
51149,38139,functional
13306,23390,non functional
15360,14602,non functional
39385,24719,non functional
52021,29818,functional
50574,15859,non functional
14100,60973,functional
38188,43109,non functional
12931,42353,functional
58677,33731,functional
27953,59791,non functional
47231,37918,non functional
33114,62209,functional
6619,36114,non functional
51314,52988,non functional
51037,66227,functional
21475,14551,functional
31871,52628,functional
4351,42744,functional
44796,61349,non functional
4206,28769,functional
18499,60494,functional
52576,51506,non functional
32971,73940,functional
36156,58938,functional needs repair
42524,58082,functional
28317,1620,functional
35832,21238,functional
58977,69234,non functional
47637,9568,functional
40092,45406,functional
15514,39332,non functional
31403,4425,functional
8083,56079,functional needs repair
20211,23766,functional
58175,36159,non functional
46277,24458,non functional
29370,13405,non functional
35862,44842,functional
17567,59790,functional
6134,18895,functional
25469,28676,functional
44981,50273,non functional
14851,57563,non functional
30134,72142,non functional
43492,50836,functional
36859,52094,functional
21186,36259,functional
1751,4837,functional
10048,1592,non functional
4278,47920,functional
58540,24290,functional
12027,13743,non functional
13310,16729,functional
57526,64115,functional
36776,5631,functional
9649,45064,functional
48311,9707,functional
22007,5545,non functional
21876,7452,non functional
50841,12649,non functional
8816,70081,non functional
56631,36245,non functional
58902,57379,functional
49382,32345,functional
45063,20671,functional needs repair
58107,1682,non functional
23120,44178,functional
6121,21280,functional needs repair
44028,12784,non functional
39851,39031,non functional
17649,43151,functional
50166,63919,non functional
15277,29651,non functional
21570,72486,functional
32524,22241,functional
44509,27248,functional
1914,39775,non functional
52738,67872,functional
54883,12123,non functional
3381,298,functional
25745,44758,functional
24010,73527,functional
21325,53449,non functional
20444,54835,functional
53222,29266,non functional
14499,24281,non functional
13551,64695,functional
49412,3045,functional
5130,33253,non functional
31630,48296,functional
2223,24264,non functional
56125,55429,functional
2028,6787,functional
5834,24480,non functional
17230,41421,functional
18488,55493,functional
35875,30383,functional
49942,26554,functional
42780,41789,functional needs repair
47955,51680,functional
2532,64475,functional
31361,66501,functional
47081,3369,functional
1174,62237,non functional
33607,22694,functional
37454,62740,functional needs repair
23307,31772,non functional
42478,24400,functional
22025,35241,functional
49375,41844,functional
18968,10271,non functional
32745,69648,functional
32905,26877,functional
27934,23059,non functional
40046,15141,functional
26859,9133,functional needs repair
55929,1230,non functional
9406,13711,functional needs repair
35384,28383,functional
21554,61134,functional
29319,26528,functional needs repair
8163,71389,non functional
40494,50733,non functional
38303,28704,functional
33584,30075,non functional
24208,64998,functional
50779,49313,functional
51355,12156,functional
44499,7053,non functional
11638,67126,functional
53336,13478,functional
53495,26487,non functional
34922,24165,functional
17621,59919,non functional
24911,60641,non functional
17447,3657,non functional
502,70666,non functional
41208,25995,functional
33235,6765,non functional
29675,12232,functional
4712,69707,non functional
19747,41108,functional
15975,26138,non functional
29954,48537,non functional
16245,56450,functional
6509,55645,non functional
58543,17102,non functional
2988,21184,non functional
34226,24610,functional
3426,17608,functional
9963,47787,functional
36336,52843,non functional
17836,69555,functional
4767,6682,functional
3103,17502,non functional
9689,26396,functional needs repair
31584,56577,functional
10006,15707,functional
5880,291,functional
47209,3276,functional
19949,10283,functional
7891,46331,functional
49678,73654,functional
6437,63170,non functional
49645,55392,non functional
18768,38239,functional
48662,14344,functional
45669,62361,functional needs repair
52812,49664,functional
30308,21771,functional
38793,52862,non functional
27292,8548,non functional
13290,47327,functional
55869,8525,functional
10261,62413,non functional
55357,739,functional
6939,50362,non functional
27527,68168,non functional
22960,53060,functional
32840,48453,functional
9217,826,functional
31340,11763,non functional
48989,29457,functional
44624,54109,functional
20948,8420,functional
31638,12103,functional needs repair
1811,16540,functional
20965,70447,non functional
25084,70396,non functional
57416,29262,functional
36296,15552,non functional
4867,30279,non functional
28319,66991,non functional
30286,47019,functional
9661,10933,functional
22381,66866,non functional
19385,64569,functional
45313,44647,non functional
56618,59801,functional
37647,11779,functional
49522,10322,functional
45726,32136,functional needs repair
14796,52027,functional
36096,42214,non functional
4159,3260,functional
23186,36355,functional
7188,43407,non functional
23510,71075,non functional
15550,9001,non functional
9112,39239,non functional
2440,14790,functional
23683,65549,functional
13266,11717,non functional
38490,24124,non functional
20524,12187,non functional
19846,7234,non functional
42217,22510,non functional
57279,73366,functional
51773,15969,functional
35268,8974,non functional
988,61131,functional needs repair
10846,3558,non functional
17101,26039,non functional
27143,72254,functional
41293,16805,functional
38761,16535,non functional
2128,72199,non functional
14972,45,non functional
37833,72012,functional
14887,10819,functional
17937,25529,non functional
15722,1657,functional needs repair
18786,49855,functional
28973,1404,non functional
40772,5594,functional
6752,38942,functional
23859,21041,functional
33530,29858,non functional
43138,73764,functional
